Ｍ,日付,開催,Ｒ,レース名,馬名S,Ｃ,性別,年齢,キャリア,騎手,人気,着順,頭数,種牡馬,母父馬,馬主(最新/仮想),生産者,毛色,馬記号,生年月日,市場取引価格(万/最終),取引市場(最終),産地
,210411,2阪6,11,桜花賞G1,メイケイエール,,牝,3,5,横山典弘,3,18,18,ミッキーアイル,ハービンジャー,名古屋競馬,ノーザンファーム,鹿毛,,2018. 2.23,2808万,セレクトセール,安平町
,200412,2阪6,11,桜花賞G1,デアリングタクト,,牝,3,2,松山弘平,2,１,18,エピファネイア,キングカメハメハ,ノルマンディーサラブレッドレーシング,長谷川牧場,青鹿,,2017. 4.15,1296万,セレクトセール,日高町
,200412,2阪6,11,桜花賞G1,レシステンシア,,牝,3,4,武豊,1,２,18,ダイワメジャー,"Lizard Island",キャロットファーム,ノーザンファーム,鹿毛,,2017. 3.15,,,安平町
,200412,2阪6,11,桜花賞G1,スマイルカナ,,牝,3,5,柴田大知,9,３,18,ディープインパクト,"Distorted Humor",ビッグレッドファーム,木田牧場,芦毛,,2017. 3.22,6048万,セレクトセール,新ひだか町
,200412,2阪6,11,桜花賞G1,クラヴァシュドール,,牝,3,4,Ｍ．デム,6,４,18,ハーツクライ,"Giant's Causeway",山紫水明,下河辺牧場,青鹿,,2017. 2. 1,,,日高町
,200412,2阪6,11,桜花賞G1,ミヤマザクラ,,牝,3,4,福永祐一,7,５,18,ディープインパクト,"Mr. Greeley",金子真人ホールディングス,ノーザンファーム,芦毛,,2017. 5. 2,,,安平町
,200412,2阪6,11,桜花賞G1,サンクテュエール,,牝,3,3,ルメール,3,６,18,ディープインパクト,"Canadian Frontier",キャロットファーム,ノーザンファーム,鹿毛,,2017. 2.13,,,安平町
,200412,2阪6,11,桜花賞G1,フィオリキアリ,,牝,3,6,藤井勘一,14,７,18,キズナ,"Successful Appeal",槙和美,ノースヒルズ,鹿毛,,2017. 3.18,,,新冠町
,200412,2阪6,11,桜花賞G1,マルターズディオサ,,牝,3,5,田辺裕信,5,８,18,キズナ,"Grand Slam",藤田在子,天羽禮治,青鹿,,2017. 2. 7,,,日高町
,200412,2阪6,11,桜花賞G1,エーポス,,牝,3,4,岩田康誠,11,９,18,ジャスタウェイ,"Smart Strike",フジワラ・ファーム,フジワラフアーム,栗毛,,2017. 5.11,,,新ひだか町
,200412,2阪6,11,桜花賞G1,リアアメリア,,牝,3,3,川田将雅,4,10,18,ディープインパクト,"Rockport Harbor",シルクレーシング,ノーザンファーム,黒鹿,,2017. 2.21,,,安平町
,200412,2阪6,11,桜花賞G1,チェーンオブラブ,,牝,3,5,石橋脩,16,11,18,ハーツクライ,"Street Cry",前田幸治,ノースヒルズ,栗毛,,2017. 4.15,,,新冠町
,200412,2阪6,11,桜花賞G1,マジックキャッスル,,牝,3,4,浜中俊,8,12,18,ディープインパクト,シンボリクリスエス,社台レースホース,社台ファーム,鹿毛,,2017. 3. 3,,,千歳市
,200412,2阪6,11,桜花賞G1,ケープコッド,,牝,3,6,岩田望来,18,13,18,ダイワメジャー,"Elusive Quality",ゴドルフィン,ダーレー・ジャパン・ファーム,黒鹿,,2017. 3.14,,,日高町
,200412,2阪6,11,桜花賞G1,インターミッション,,牝,3,3,石川裕紀,13,14,18,ディープインパクト,キングカメハメハ,下河辺牧場,下河辺牧場,鹿毛,,2017. 1.19,,,日高町
,200412,2阪6,11,桜花賞G1,ヒルノマリブ,,牝,3,5,北村友一,15,15,18,ゴールドアリュール,シアトルダンサー2,ヒルノ,山岡ファーム,鹿毛,,2017. 3.19,,,新冠町
,200412,2阪6,11,桜花賞G1,ウーマンズハート,,牝,3,4,藤岡康太,10,16,18,ハーツクライ,Shamardal,ゴドルフィン,ダーレー・ジャパン・ファーム,鹿毛,,2017. 2. 8,,,日高町
,200412,2阪6,11,桜花賞G1,ナイントゥファイブ,,牝,3,5,松田大作,17,17,18,スクリーンヒーロー,"Blu Air Force",黒川暁子,ノーザンファーム,黒鹿,,2017. 1.31,1944万,セレクトセール,安平町
,200412,2阪6,11,桜花賞G1,ヤマカツマーメイド,,牝,3,7,池添謙一,12,18,18,ロードカナロア,グラスワンダー,山田和夫,岡田牧場,鹿毛,,2017. 4. 7,,,新ひだか町
,190407,2阪6,11,桜花賞G1,グランアレグリア,,牝,3,3,ルメール,2,１,18,ディープインパクト,Tapit,サンデーレーシング,ノーザンファーム,鹿毛,,2016. 1.24,,,安平町
,190407,2阪6,11,桜花賞G1,シゲルピンクダイヤ,,牝,3,3,和田竜二,7,２,18,ダイワメジャー,"High Chaparral",森中蕃,天羽牧場,黒鹿,,2016. 2.12,1728万,北海道セレクションセール,日高町
,190407,2阪6,11,桜花賞G1,クロノジェネシス,,牝,3,4,北村友一,3,３,18,バゴ,クロフネ,サンデーレーシング,ノーザンファーム,芦毛,,2016. 3. 6,,,安平町
,190407,2阪6,11,桜花賞G1,ダノンファンタジー,,牝,3,5,川田将雅,1,４,18,ディープインパクト,"Not For Sale",ダノックス,ノーザンファーム,鹿毛,,2016. 1.30,9720万,セレクトセール,安平町
,190407,2阪6,11,桜花賞G1,ビーチサンバ,,牝,3,4,福永祐一,4,５,18,クロフネ,サンデーサイレンス,金子真人ホールディングス,ノーザンファーム,黒鹿,,2016. 4. 4,6048万,セレクトセール,安平町
,190407,2阪6,11,桜花賞G1,プールヴィル,,牝,3,6,秋山真一,14,６,18,"Le Havre",Kendargent,吉田照哉,社台ファーム,鹿毛,,2016. 3.14,,,千歳市
,190407,2阪6,11,桜花賞G1,エールヴォア,,牝,3,5,松山弘平,8,７,18,ヴィクトワールピサ,ワイルドラッシュ,佐伯由加理,社台コーポレーション白老ファーム,黒鹿,,2016. 3.12,864万,セレクトセール,白老町
,190407,2阪6,11,桜花賞G1,ジュランビル,,牝,3,5,松若風馬,16,８,18,キンシャサノキセキ,"Deputy Minister",村上稔,松浦牧場,黒鹿,,2016. 3.17,702万,北海道サマーセール,新冠町
,190407,2阪6,11,桜花賞G1,シェーングランツ,,牝,3,5,武豊,6,９,18,ディープインパクト,Monsun,社台レースホース,社台ファーム,青鹿,,2016. 1.29,,,千歳市
,190407,2阪6,11,桜花賞G1,アウィルアウェイ,,牝,3,4,石橋脩,11,10,18,ジャスタウェイ,キングカメハメハ,吉田勝己,ノーザンファーム,鹿毛,,2016. 2. 4,,,安平町
,190407,2阪6,11,桜花賞G1,ノーワン,,牝,3,6,坂井瑠星,12,11,18,ハーツクライ,Caerleon,藤田好紀,飛野牧場,鹿毛,,2016. 4. 2,,,新ひだか町
,190407,2阪6,11,桜花賞G1,メイショウケイメイ,,牝,3,5,古川吉洋,18,12,18,ワークフォース,デュランダル,松本好雄,富田牧場,鹿毛,,2016. 3.27,,,浦河町
,190407,2阪6,11,桜花賞G1,アクアミラビリス,,牝,3,3,Ｍ．デム,5,13,18,ヴィクトワールピサ,Anabaa,社台レースホース,社台ファーム,鹿毛,,2016. 4. 4,,,千歳市
,190407,2阪6,11,桜花賞G1,レッドアステル,,牝,3,2,戸崎圭太,15,14,18,ディープインパクト,"Smart Strike",東京ホースレーシング,ノーザンファーム,鹿毛,,2016. 2. 7,,,安平町
,190407,2阪6,11,桜花賞G1,フィリアプーラ,,牝,3,3,丸山元気,13,15,18,ハービンジャー,サンデーサイレンス,キャロットファーム,ノーザンファーム,鹿毛,,2016. 4. 3,,,安平町
,190407,2阪6,11,桜花賞G1,ホウオウカトリーヌ,,牝,3,7,大野拓弥,17,16,18,マツリダゴッホ,Henrythenavigator,小笹芳央,岡田スタツド,鹿毛,,2016. 2. 2,,,新ひだか町
,190407,2阪6,11,桜花賞G1,ノーブルスコア,,牝,3,5,岩田康誠,10,17,18,ディープインパクト,"Dylan Thomas",二木英徳,ノーザンファーム,青鹿,,2016. 1.29,16740万,セレクトセール,安平町
,190407,2阪6,11,桜花賞G1,ルガールカルム,,牝,3,4,三浦皇成,9,18,18,ロードカナロア,"Sunday Silence",サンデーレーシング,ノーザンファーム,鹿毛,,2016. 2. 4,,,安平町
,180408,2阪6,11,桜花賞G1,アーモンドアイ,,牝,3,3,ルメール,2,１,18,ロードカナロア,サンデーサイレンス,シルクレーシング,ノーザンファーム,鹿毛,,2015. 3.10,,,安平町
,180408,2阪6,11,桜花賞G1,ラッキーライラック,,牝,3,4,石橋脩,1,２,18,オルフェーヴル,"Flower Alley",サンデーレーシング,ノーザンファーム,栗毛,,2015. 4. 3,,,安平町
,180408,2阪6,11,桜花賞G1,リリーノーブル,,牝,3,4,川田将雅,3,３,18,ルーラーシップ,クロフネ,サンデーレーシング,ノーザンファーム,鹿毛,,2015. 3.15,,,安平町
,180408,2阪6,11,桜花賞G1,トーセンブレス,,牝,3,4,柴田善臣,8,４,18,ディープインパクト,ファルブラヴ,島川隆哉,社台ファーム,黒鹿,,2015. 3. 5,6912万,セレクトセール,千歳市
,180408,2阪6,11,桜花賞G1,マウレア,,牝,3,5,武豊,4,５,18,ディープインパクト,"Storm Cat",落合幸弘,下河辺牧場,鹿毛,,2015. 2. 1,,,日高町
,180408,2阪6,11,桜花賞G1,リバティハイツ,,牝,3,4,北村友一,10,６,18,キングカメハメハ,Dubawi,社台レースホース,社台ファーム,鹿毛,,2015. 3.23,,,千歳市
,180408,2阪6,11,桜花賞G1,レッドサクヤ,,牝,3,4,松山弘平,12,７,18,ディープインパクト,デインヒル,東京ホースレーシング,社台ファーム,黒鹿,,2015. 2.11,,,千歳市
,180408,2阪6,11,桜花賞G1,スカーレットカラー,,牝,3,6,岩田康誠,15,８,18,ヴィクトワールピサ,ウォーエンブレム,前田幸治,ノースヒルズ,鹿毛,,2015. 2.26,,,新冠町
,180408,2阪6,11,桜花賞G1,ツヅミモン,,牝,3,3,秋山真一,16,９,18,ストロングリターン,ダンスインザダーク,諸江幸祐,社台ファーム,黒鹿,,2015. 2.23,,,千歳市
,180408,2阪6,11,桜花賞G1,プリモシーン,,牝,3,3,戸崎圭太,6,10,18,ディープインパクト,"Fastnet Rock",シルクレーシング,ノーザンファーム,青鹿,,2015. 4.27,,,安平町
,180408,2阪6,11,桜花賞G1,アンコールプリュ,,牝,3,3,藤岡康太,9,11,18,ディープインパクト,ウイニングチケット,金子真人ホールディングス,ノーザンファーム,黒鹿,,2015. 4.17,,,安平町
,180408,2阪6,11,桜花賞G1,フィニフティ,,牝,3,2,福永祐一,5,12,18,ディープインパクト,クロフネ,キャロットファーム,ノーザンファーム,芦毛,,2015. 3.16,,,安平町
,180408,2阪6,11,桜花賞G1,デルニエオール,,牝,3,4,池添謙一,13,13,18,ステイゴールド,メジロマックイーン,サンデーレーシング,社台コーポレーション白老ファーム,栗毛,,2015. 3. 4,,,白老町
,180408,2阪6,11,桜花賞G1,ハーレムライン,,牝,3,7,大野拓弥,11,14,18,マンハッタンカフェ,グルームダンサー,吉田千津,社台ファーム,鹿毛,,2015. 2.20,,,千歳市
,180408,2阪6,11,桜花賞G1,レッドレグナント,,牝,3,4,Ｍ．デム,7,15,18,ロードカナロア,クロフネ,東京ホースレーシング,ノーザンファーム,鹿毛,,2015. 2. 3,,,安平町
,180408,2阪6,11,桜花賞G1,コーディエライト,,牝,3,6,和田竜二,17,16,18,ダイワメジャー,"Out of Place",G1レーシング,ノーザンファーム,栗毛,,2015. 2. 2,,,安平町
,180408,2阪6,11,桜花賞G1,アンヴァル,,牝,3,5,藤岡佑介,14,17,18,ロードカナロア,フレンチデピュティ,社台レースホース,社台コーポレーション白老ファーム,鹿毛,,2015. 1.28,,,白老町
,180408,2阪6,11,桜花賞G1,アマルフィコースト,,牝,3,4,浜中俊,,消,18,ダイワメジャー,"High Chaparral",社台レースホース,社台ファーム,黒鹿,,2015. 2. 5,,,千歳市
,170409,2阪6,11,桜花賞G1,レーヌミノル,,牝,3,6,池添謙一,8,１,18,ダイワメジャー,タイキシャトル,吉岡實,フジワラフアーム,栗毛,,2014. 4.24,,,新ひだか町
,170409,2阪6,11,桜花賞G1,リスグラシュー,,牝,3,5,武豊,3,２,18,ハーツクライ,"American Post",キャロットファーム,ノーザンファーム,黒鹿,,2014. 1.18,,,安平町
,170409,2阪6,11,桜花賞G1,ソウルスターリング,,牝,3,4,ルメール,1,３,18,Frankel,Monsun,社台レースホース,社台ファーム,青鹿,,2014. 2.13,,,千歳市
,170409,2阪6,11,桜花賞G1,カラクレナイ,,牝,3,4,田辺裕信,7,４,18,ローエングリン,アグネスタキオン,吉田照哉,社台ファーム,栗毛,,2014. 4.29,,,千歳市
,170409,2阪6,11,桜花賞G1,アエロリット,,牝,3,4,横山典弘,6,５,18,クロフネ,ネオユニヴァース,サンデーレーシング,ノーザンファーム,芦毛,,2014. 5.17,,,安平町
,170409,2阪6,11,桜花賞G1,ディアドラ,,牝,3,8,岩田康誠,14,６,18,ハービンジャー,スペシャルウィーク,森田藤治,ノーザンファーム,鹿毛,,2014. 4. 4,2268万,セレクトセール,安平町
,170409,2阪6,11,桜花賞G1,カワキタエンカ,,牝,3,4,和田竜二,10,７,18,ディープインパクト,クロフネ,川島吉男,木田牧場,鹿毛,,2014. 4.20,,,新ひだか町
,170409,2阪6,11,桜花賞G1,ライジングリーズン,,牝,3,4,丸田恭介,9,８,18,ブラックタイド,キングカメハメハ,岡田牧雄,三城牧場,青鹿,,2014. 2.27,550万,北海道サマーセール,日高町
,170409,2阪6,11,桜花賞G1,ジューヌエコール,,牝,3,5,北村友一,12,９,18,クロフネ,アグネスタキオン,サンデーレーシング,ノーザンファーム,鹿毛,,2014. 3.21,,,安平町
,170409,2阪6,11,桜花賞G1,ヴゼットジョリー,,牝,3,4,福永祐一,13,10,18,ローエングリン,サンデーサイレンス,社台レースホース,社台ファーム,黒鹿,,2014. 2.28,,,千歳市
,170409,2阪6,11,桜花賞G1,ミスエルテ,,牝,3,3,川田将雅,5,11,18,Frankel,Pulpit,サンデーレーシング,ノーザンファーム,鹿毛,,2014. 4. 7,,,安平町
,170409,2阪6,11,桜花賞G1,アドマイヤミヤビ,,牝,3,4,Ｍ．デム,2,12,18,ハーツクライ,クロフネ,近藤利一,ノーザンファーム,芦毛,,2014. 1.14,4428万,セレクトセール,安平町
,170409,2阪6,11,桜花賞G1,ゴールドケープ,,牝,3,8,丸山元気,11,13,18,ワークフォース,デュランダル,グリーンファーム,社台ファーム,鹿毛,,2014. 3. 3,,,千歳市
,170409,2阪6,11,桜花賞G1,アロンザモナ,,牝,3,4,幸英明,16,14,18,ストリートセンス,クリエイター,ディアレストクラブ,広田牧場,鹿毛,,2014. 3.13,1512万,セレクトセール,新ひだか町
,170409,2阪6,11,桜花賞G1,ショーウェイ,,牝,3,6,松若風馬,15,15,18,メイショウボーラー,フジキセキ,吉冨学,中脇満,鹿毛,,2014. 4.16,432万,北海道サマーセール,浦河町
,170409,2阪6,11,桜花賞G1,ミスパンテール,,牝,3,2,四位洋文,4,16,18,ダイワメジャー,シンボリクリスエス,寺田千代乃,三城牧場,鹿毛,,2014. 2.21,,,日高町
,170409,2阪6,11,桜花賞G1,ベルカプリ,,牝,3,9,藤岡佑介,17,17,18,ダイワメジャー,Montjeu,雅苑興業,ノーザンファーム,鹿毛,,2014. 5. 1,3240万,セレクトセール,安平町
,170409,2阪6,11,桜花賞G1,サロニカ,,牝,3,3,浜中俊,,消,18,ディープインパクト,Lomitas,吉田勝己,ノーザンファーム,黒鹿,,2014. 3. 3,,,安平町
,160410,2阪6,11,桜花賞G1,ジュエラー,,牝,3,3,Ｍ．デム,3,１,18,ヴィクトワールピサ,"Pistolet Bleu",青山洋一,社台ファーム,鹿毛,,2013. 1.17,,,千歳市
,160410,2阪6,11,桜花賞G1,シンハライト,,牝,3,3,池添謙一,2,２,18,ディープインパクト,Singspiel,キャロットファーム,ノーザンファーム,黒鹿,,2013. 4.11,,,安平町
,160410,2阪6,11,桜花賞G1,アットザシーサイド,,牝,3,4,福永祐一,6,３,18,キングカメハメハ,アグネスタキオン,吉田照哉,社台ファーム,鹿毛,,2013. 4. 3,,,千歳市
,160410,2阪6,11,桜花賞G1,メジャーエンブレム,,牝,3,5,ルメール,1,４,18,ダイワメジャー,オペラハウス,サンデーレーシング,ノーザンファーム,栗毛,,2013. 3.26,,,安平町
,160410,2阪6,11,桜花賞G1,アドマイヤリード,,牝,3,5,藤岡康太,13,５,18,ステイゴールド,Numerous,近藤利一,ノーザンファーム,青鹿,,2013. 3.18,4830万,セレクトセール,安平町
,160410,2阪6,11,桜花賞G1,ラベンダーヴァレイ,,牝,3,3,戸崎圭太,5,６,18,ディープインパクト,フレンチデピュティ,金子真人ホールディングス,ノーザンファーム,鹿毛,,2013. 1.31,,,安平町
,160410,2阪6,11,桜花賞G1,レッドアヴァンセ,,牝,3,5,武豊,4,７,18,ディープインパクト,ダンシングブレーヴ,東京ホースレーシング,ノーザンファーム,黒鹿,,2013. 4.24,,,安平町
,160410,2阪6,11,桜花賞G1,ブランボヌール,,牝,3,5,三浦皇成,10,８,18,ディープインパクト,サクラバクシンオー,前田葉子,ノースヒルズ,芦毛,,2013. 4. 9,,,新冠町
,160410,2阪6,11,桜花賞G1,ビービーバーレル,,牝,3,7,石橋脩,12,９,18,パイロ,"Silver Hawk",坂東勝彦,絵笛牧場,栗毛,,2013. 3.25,,,浦河町
,160410,2阪6,11,桜花賞G1,デンコウアンジュ,,牝,3,5,川田将雅,7,10,18,メイショウサムソン,マリエンバード,田中康弘,磯野牧場,黒鹿,,2013. 4. 8,,,浦河町
,160410,2阪6,11,桜花賞G1,メイショウスイヅキ,,牝,3,6,松山弘平,14,11,18,パイロ,ダンスインザダーク,松本好雄,三嶋牧場,鹿毛,,2013. 4. 2,,,浦河町
,160410,2阪6,11,桜花賞G1,ウインファビラス,,牝,3,6,松岡正海,9,12,18,ステイゴールド,アドマイヤコジーン,ウイン,コスモヴューファーム,芦毛,,2013. 5. 3,,,新冠町
,160410,2阪6,11,桜花賞G1,キャンディバローズ,,牝,3,5,菱田裕二,11,13,18,ディープインパクト,タイキシャトル,猪熊広次,富田牧場,鹿毛,,2013. 3.22,,,浦河町
,160410,2阪6,11,桜花賞G1,カトルラポール,,牝,3,13,秋山真一,17,14,18,グラスワンダー,Danzig,石井義孝,浜本牧場,鹿毛,,2013. 4.27,,,日高町
,160410,2阪6,11,桜花賞G1,ジープルメリア,,牝,3,5,松田大作,16,15,18,"Street Sense",Alzao,キャピタル・システム,"Betz Thoroughbreds Werner & Humphrey",黒鹿,(外),2013. 5. 8,,,米
,160410,2阪6,11,桜花賞G1,メイショウバーズ,,牝,3,5,古川吉洋,18,16,18,タニノギムレット,デヒア,松本好隆,藤沢牧場,鹿毛,,2013. 3. 5,918万,北海道サマーセール,新ひだか町
,160410,2阪6,11,桜花賞G1,ソルヴェイグ,,牝,3,5,蛯名正義,8,17,18,ダイワメジャー,ジャングルポケット,G1レーシング,社台コーポレーション白老ファーム,栗毛,,2013. 3. 4,,,白老町
,160410,2阪6,11,桜花賞G1,アッラサルーテ,,牝,3,7,和田竜二,15,18,18,ダイワメジャー,Cozzene,吉田勝己,ノーザンファーム,栗毛,,2013. 5. 3,,,安平町
